CODE;OBJECT NAME ENG;OBJECT NAME ESP;OBJECT_TYPE_ENG;OBJECT_TYPE_ESP;CONSTELLATION_ENG;CONSTELLATION_ESP
NGC5474;;;Variable Star;Estrella variable;Puppis;Popa
NGC5475;;;Dark Nebula;Nebulosa oscura;Lepus;Liebre
NGC5476;;;Galaxy Group;Grupo Galaxtico;Cassiopeia;Casiopea
NGC5477;;;Quasar;Quasar;Bootes;Boyero
NGC5478;;;Globular Cluster;Cumulo globar;Scutum;Escudo
NGC5479;;;HII Region;Región HIII;Circinus;Compás
NGC548;;;Planetary Nebula;Nebulosa planetaria;Delphinus;Delfín
NGC5480;;;Globular Cluster;Cumulo globar;Crater;Copa
NGC5481;;;Red Giant;Gigante roja;Hydra;Hidra
NGC5482;;;Dark Nebula;Nebulosa oscura;Grus;Grulla
NGC5483;;;Supernova Remnant;Remanente de supernova;Circinus;Compás
NGC5484;;;Galaxy;Galaxia;Perseus;Perseo
NGC5485;;;Reflection Nebula;Nebula de reflexión;Pavo;Pavo Real
NGC5486;;;Dark Nebula;Nebulosa oscura;Leo Minor;León Menor
NGC5487;;;Asterism;Asterismo;Equuleus;Caballito
NGC5488;;;Spiral Galaxy;Galaxia espiral;Ursa Major;Osa Mayor
NGC5489;;;Emission Nebula;Nebula de emisión;Eridanus;Erídano
NGC549;;;Reflection Nebula;Nebula de reflexión;Coma Berenices;Cabellera de Berenice
NGC5490;;;Galaxy Group;Grupo Galaxtico;Pictor;Pintor
NGC5491;;;Star;Estrella;Camelopardalis;Jirafa
NGC5492;;;Irregular Galaxy;Galaxia irregular;Equuleus;Caballito
NGC5493;;;Red Giant;Gigante roja;Corona Borealis;Corona Boreal
NGC5494;;;HII Region;Región HIII;Canes Venatici;Lebreles
NGC5495;;;Double Star;Estrella doble;Aquarius;Acuario
NGC5496;;;Star;Estrella;Sagitta;Flecha
NGC5497;;;Quasar;Quasar;Aries;Aries
NGC5498;;;Irregular Galaxy;Galaxia irregular;Cetus;Ballena
NGC5499;;;Double Star;Estrella doble;Caelum;Cincel
NGC55;;;Elliptical Galaxy;Galaxia eliptica;Piscis Austrinus;Pez Austral
NGC550;;;Planetary Nebula;Nebulosa planetaria;Lynx;Lince
NGC5500;;;Planetary Nebula;Nebulosa planetaria;Pisces;Piscis
NGC5501;;;HII Region;Región HIII;Hydra;Hidra
NGC5502;;;Globular Cluster;Cumulo globar;Lyra;Lira
NGC5503;;;Quasar;Quasar;Canis Major;Can Mayor
NGC5504;;;Reflection Nebula;Nebula de reflexión;Aquarius;Acuario
NGC5505;;;Planetary Nebula;Nebulosa planetaria;Crux;Cruz del Sur
NGC5506;;;Variable Star;Estrella variable;Carina;Quilla
NGC5507;;;Star;Estrella;Dorado;Dorado
NGC5508;;;Emission Nebula;Nebula de emisión;Perseus;Perseo
NGC5509;;;Asterism;Asterismo;Delphinus;Delfín
NGC551;;;Variable Star;Estrella variable;Aquila;Águila
NGC5510;;;Irregular Galaxy;Galaxia irregular;Piscis Austrinus;Pez Austral
NGC5511;;;HII Region;Región HIII;Apus;Ave del Paraíso
NGC5512;;;Variable Star;Estrella variable;Centaurus;Centauro
NGC5513;;;Supernova Remnant;Remanente de supernova;Monoceros;Unicornio
NGC5514;;;Double Star;Estrella doble;Sagitta;Flecha
NGC5515;;;HII Region;Región HIII;Auriga;Cochero
NGC5516;;;Double Star;Estrella doble;Caelum;Cincel
NGC5517;;;Red Giant;Gigante roja;Leo;León
NGC5518;;;Galaxy;Galaxia;Capricornus;Capricornio
NGC5519;;;Asterism;Asterismo;Bootes;Boyero
NGC552;;;White Dwarf;Enana blanca;Telescopium;Telescopio
NGC5520;;;Emission Nebula;Nebula de emisión;Corvus;Cuervo
NGC5521;;;Variable Star;Estrella variable;Corona Borealis;Corona Boreal
NGC5522;;;HII Region;Región HIII;Indus;Indio
NGC5523;;;Star;Estrella;Cepheus;Cefeo
NGC5524;;;Double Star;Estrella doble;Equuleus;Caballito
NGC5525;;;Dark Nebula;Nebulosa oscura;Leo Minor;León Menor
NGC5526;;;White Dwarf;Enana blanca;Crater;Copa
NGC5527;;;Star;Estrella;Indus;Indio
NGC5528;;;Double Star;Estrella doble;Perseus;Perseo
NGC5529;;;Emission Nebula;Nebula de emisión;Camelopardalis;Jirafa
NGC553;;;Variable Star;Estrella variable;Orion;Orión
NGC5530;;;Galaxy;Galaxia;Orion;Orión
NGC5531;;;Irregular Galaxy;Galaxia irregular;Taurus;Tauro
NGC5532;;;Open Cluster;Cumulo abierto;Equuleus;Caballito
NGC5533;;;Open Cluster;Cumulo abierto;Equuleus;Caballito
NGC5534;;;White Dwarf;Enana blanca;Volans;Pez Volador
NGC5535;;;Irregular Galaxy;Galaxia irregular;Delphinus;Delfín
NGC5536;;;White Dwarf;Enana blanca;Serpens;Serpiente
NGC5537;;;Supernova Remnant;Remanente de supernova;Lepus;Liebre
NGC5538;;;Supernova Remnant;Remanente de supernova;Centaurus;Centauro
NGC5539;;;Galaxy Group;Grupo Galaxtico;Aquarius;Acuario
NGC554;;;Double Star;Estrella doble;Circinus;Compás
NGC5540;;;Open Cluster;Cumulo abierto;Canis Major;Can Mayor
NGC5541;;;Asterism;Asterismo;Horologium;Reloj
NGC5542;;;Planetary Nebula;Nebulosa planetaria;Pegasus;Pegaso
NGC5543;;;Galaxy Group;Grupo Galaxtico;Cancer;Cáncer
NGC5544;;;Reflection Nebula;Nebula de reflexión;Lyra;Lira
NGC5545;;;Reflection Nebula;Nebula de reflexión;Delphinus;Delfín
NGC5546;;;Asterism;Asterismo;Sagittarius;Sagitario
NGC5547;;;Galaxy;Galaxia;Ara;Altar
NGC5548;;;Quasar;Quasar;Dorado;Dorado
NGC5549;;;Irregular Galaxy;Galaxia irregular;Triangulum;Triángulo
NGC555;;;Star;Estrella;Lynx;Lince
NGC5550;;;Globular Cluster;Cumulo globar;Crater;Copa
NGC5551;;;Globular Cluster;Cumulo globar;Virgo;Virgo
NGC5552;;;Quasar;Quasar;Eridanus;Erídano
NGC5553;;;Globular Cluster;Cumulo globar;Leo;León
NGC5554;;;Planetary Nebula;Nebulosa planetaria;Pavo;Pavo Real
NGC5555;;;Galaxy;Galaxia;Crater;Copa
NGC5556;;;Galaxy;Galaxia;Camelopardalis;Jirafa
NGC5557;;;White Dwarf;Enana blanca;Canes Venatici;Lebreles
NGC5558;;;Quasar;Quasar;Canis Minor;Can Menor
NGC5559;;;Reflection Nebula;Nebula de reflexión;Gemini;Géminis
NGC556;;;White Dwarf;Enana blanca;Pictor;Pintor
NGC5560;;;Open Cluster;Cumulo abierto;Lynx;Lince
NGC5561;;;Double Star;Estrella doble;Caelum;Cincel
NGC5562;;;Planetary Nebula;Nebulosa planetaria;Carina;Quilla
NGC5563;;;White Dwarf;Enana blanca;Andromeda;Andrómeda
NGC5564;;;Star;Estrella;Perseus;Perseo
NGC5565;;;Double Star;Estrella doble;Coma Berenices;Cabellera de Berenice
NGC5566;;;Emission Nebula;Nebula de emisión;Pyxis;Brújula
NGC5567;;;Elliptical Galaxy;Galaxia eliptica;Perseus;Perseo
NGC5568;;;Supernova Remnant;Remanente de supernova;Fornax;Horno
NGC5569;;;Irregular Galaxy;Galaxia irregular;Scutum;Escudo
NGC557;;;Globular Cluster;Cumulo globar;Pavo;Pavo Real
NGC5570;;;Globular Cluster;Cumulo globar;Mensa;Mesa
NGC5571;;;Galaxy;Galaxia;Aquila;Águila
NGC5572;;;Spiral Galaxy;Galaxia espiral;Perseus;Perseo
NGC5573;;;Emission Nebula;Nebula de emisión;Draco;Dragón
NGC5574;;;Galaxy;Galaxia;Dorado;Dorado
NGC5575;;;Asterism;Asterismo;Tucana;Tucán
NGC5576;;;Variable Star;Estrella variable;Phoenix;Fénix
NGC5577;;;Elliptical Galaxy;Galaxia eliptica;Taurus;Tauro
NGC5578;;;Variable Star;Estrella variable;Serpens;Serpiente
NGC5579;;;Supernova Remnant;Remanente de supernova;Aquila;Águila
NGC558;;;Dark Nebula;Nebulosa oscura;Tucana;Tucán
NGC5580;;;Red Giant;Gigante roja;Musca;Mosca
NGC5581;;;Asterism;Asterismo;Monoceros;Unicornio
NGC5582;;;Spiral Galaxy;Galaxia espiral;Carina;Quilla
NGC5583;;;Emission Nebula;Nebula de emisión;Pavo;Pavo Real
NGC5584;;;Reflection Nebula;Nebula de reflexión;Camelopardalis;Jirafa
NGC5585;;;Galaxy Group;Grupo Galaxtico;Lepus;Liebre
NGC5586;;;Emission Nebula;Nebula de emisión;Fornax;Horno
NGC5587;;;Supernova Remnant;Remanente de supernova;Ara;Altar
NGC5588;;;Planetary Nebula;Nebulosa planetaria;Cepheus;Cefeo
NGC5589;;;Supernova Remnant;Remanente de supernova;Bootes;Boyero
NGC559;;;Variable Star;Estrella variable;Serpens;Serpiente
NGC5590;;;Asterism;Asterismo;Fornax;Horno
NGC5591;;;Asterism;Asterismo;Cassiopeia;Casiopea
NGC5592;;;Galaxy;Galaxia;Volans;Pez Volador
NGC5593;;;Emission Nebula;Nebula de emisión;Auriga;Cochero
NGC5594;;;Reflection Nebula;Nebula de reflexión;Hydrus;Hidra Macho
NGC5595;;;Variable Star;Estrella variable;Sagittarius;Sagitario
NGC5596;;;Variable Star;Estrella variable;Ursa Major;Osa Mayor
NGC5597;;;Galaxy Group;Grupo Galaxtico;Orion;Orión
NGC5598;;;Elliptical Galaxy;Galaxia eliptica;Norma;Escuadra
NGC5599;;;Open Cluster;Cumulo abierto;Virgo;Virgo
NGC56;;;Open Cluster;Cumulo abierto;Caelum;Cincel
NGC560;;;Quasar;Quasar;Leo Minor;León Menor
NGC5600;;;Globular Cluster;Cumulo globar;Scutum;Escudo
NGC5601;;;Asterism;Asterismo;Vela;Velas
NGC5602;;;White Dwarf;Enana blanca;Ursa Major;Osa Mayor
NGC5603;;;Star;Estrella;Triangulum;Triángulo
NGC5604;;;HII Region;Región HIII;Musca;Mosca
NGC5605;;;Open Cluster;Cumulo abierto;Lacerta;Lagarto
NGC5606;;;Planetary Nebula;Nebulosa planetaria;Lacerta;Lagarto
NGC5607;;;Galaxy Group;Grupo Galaxtico;Grus;Grulla
NGC5608;;;Red Giant;Gigante roja;Auriga;Cochero
NGC5609;;;Dark Nebula;Nebulosa oscura;Indus;Indio
NGC561;;;Variable Star;Estrella variable;Cassiopeia;Casiopea
NGC5610;;;White Dwarf;Enana blanca;Scutum;Escudo
NGC5611;;;HII Region;Región HIII;Leo;León
NGC5612;;;Quasar;Quasar;Tucana;Tucán
NGC5613;;;Planetary Nebula;Nebulosa planetaria;Capricornus;Capricornio
NGC5614;;;Galaxy;Galaxia;Crater;Copa
NGC5615;;;Reflection Nebula;Nebula de reflexión;Pavo;Pavo Real
NGC5616;;;Globular Cluster;Cumulo globar;Vela;Velas
NGC5617;;;Variable Star;Estrella variable;Aquila;Águila
NGC5618;;;Quasar;Quasar;Canis Major;Can Mayor
NGC5619;;;Open Cluster;Cumulo abierto;Scorpius;Escorpión
NGC562;;;Supernova Remnant;Remanente de supernova;Puppis;Popa
NGC5620;;;Red Giant;Gigante roja;Corona Borealis;Corona Boreal
NGC5621;;;Emission Nebula;Nebula de emisión;Puppis;Popa
NGC5622;;;Open Cluster;Cumulo abierto;Sculptor;Escultor
NGC5623;;;Galaxy Group;Grupo Galaxtico;Capricornus;Capricornio
NGC5624;;;Dark Nebula;Nebulosa oscura;Grus;Grulla
NGC5625;;;Irregular Galaxy;Galaxia irregular;Camelopardalis;Jirafa
NGC5626;;;Variable Star;Estrella variable;Orion;Orión
NGC5627;;;Irregular Galaxy;Galaxia irregular;Norma;Escuadra
NGC5628;;;Planetary Nebula;Nebulosa planetaria;Auriga;Cochero
NGC5629;;;Double Star;Estrella doble;Hydrus;Hidra Macho
NGC563;;;Dark Nebula;Nebulosa oscura;Carina;Quilla
NGC5630;;;Galaxy;Galaxia;Draco;Dragón
NGC5631;;;Asterism;Asterismo;Antlia;Antlia
NGC5632;;;Emission Nebula;Nebula de emisión;Puppis;Popa
NGC5633;;;Double Star;Estrella doble;Taurus;Tauro
NGC5634;;;Double Star;Estrella doble;Triangulum Australe;Triángulo Austral
NGC5635;;;Globular Cluster;Cumulo globar;Pyxis;Brújula
NGC5636;;;Galaxy;Galaxia;Lepus;Liebre
NGC5637;;;Supernova Remnant;Remanente de supernova;Vulpecula;Zorrilla
NGC5638;;;Red Giant;Gigante roja;Leo;León
NGC5639;;;Double Star;Estrella doble;Microscopium;Microscopio
NGC564;;;Double Star;Estrella doble;Octans;Octante
NGC5640;;;Galaxy Group;Grupo Galaxtico;Indus;Indio
NGC5641;;;Reflection Nebula;Nebula de reflexión;Tucana;Tucán
NGC5642;;;Asterism;Asterismo;Triangulum;Triángulo
NGC5643;;;Spiral Galaxy;Galaxia espiral;Hydra;Hidra
NGC5644;;;Galaxy Group;Grupo Galaxtico;Horologium;Reloj
NGC5645;;;Open Cluster;Cumulo abierto;Microscopium;Microscopio
NGC5646;;;Quasar;Quasar;Aries;Aries
NGC5647;;;Open Cluster;Cumulo abierto;Piscis Austrinus;Pez Austral
NGC5648;;;Irregular Galaxy;Galaxia irregular;Triangulum;Triángulo
NGC5649;;;Variable Star;Estrella variable;Virgo;Virgo
NGC565;;;HII Region;Región HIII;Ursa Minor;Osa Menor
NGC5650;;;Quasar;Quasar;Sagittarius;Sagitario
NGC5651;;;Reflection Nebula;Nebula de reflexión;Horologium;Reloj
NGC5652;;;Galaxy;Galaxia;Cygnus;Cisne
NGC5653;;;Asterism;Asterismo;Crater;Copa
NGC5654;;;Galaxy Group;Grupo Galaxtico;Pegasus;Pegaso
NGC5655;;;Planetary Nebula;Nebulosa planetaria;Ursa Minor;Osa Menor
NGC5656;;;Galaxy Group;Grupo Galaxtico;Canis Major;Can Mayor
NGC5657;;;Supernova Remnant;Remanente de supernova;Andromeda;Andrómeda
NGC5658;;;Open Cluster;Cumulo abierto;Leo Minor;León Menor
NGC5659;;;Variable Star;Estrella variable;Corona Borealis;Corona Boreal
NGC566;;;Red Giant;Gigante roja;Pegasus;Pegaso
NGC5660;;;Spiral Galaxy;Galaxia espiral;Hydrus;Hidra Macho
NGC5661;;;Galaxy Group;Grupo Galaxtico;Corvus;Cuervo
NGC5662;;;Double Star;Estrella doble;Reticulum;Retículo
NGC5663;;;Double Star;Estrella doble;Libra;Libra
NGC5664;;;Open Cluster;Cumulo abierto;Musca;Mosca
NGC5665;;;Irregular Galaxy;Galaxia irregular;Grus;Grulla
NGC5666;;;HII Region;Región HIII;Triangulum Australe;Triángulo Austral
NGC5667;;;Red Giant;Gigante roja;Fornax;Horno
NGC5668;;;Dark Nebula;Nebulosa oscura;Cassiopeia;Casiopea
NGC5669;;;Galaxy;Galaxia;Equuleus;Caballito
NGC567;;;Irregular Galaxy;Galaxia irregular;Piscis Austrinus;Pez Austral
NGC5670;;;Asterism;Asterismo;Piscis Austrinus;Pez Austral
NGC5671;;;Elliptical Galaxy;Galaxia eliptica;Pyxis;Brújula
NGC5672;;;Reflection Nebula;Nebula de reflexión;Pavo;Pavo Real
NGC5673;;;Variable Star;Estrella variable;Eridanus;Erídano
NGC5674;;;Globular Cluster;Cumulo globar;Canis Major;Can Mayor
NGC5675;;;Emission Nebula;Nebula de emisión;Crater;Copa
NGC5676;;;White Dwarf;Enana blanca;Hydra;Hidra
NGC5677;;;Quasar;Quasar;Crux;Cruz del Sur
NGC5678;;;Spiral Galaxy;Galaxia espiral;Pisces;Piscis
NGC5679;;;Quasar;Quasar;Delphinus;Delfín
NGC568;;;Star;Estrella;Aries;Aries
NGC5680;;;Irregular Galaxy;Galaxia irregular;Perseus;Perseo
NGC5681;;;Quasar;Quasar;Hydrus;Hidra Macho
NGC5682;;;Galaxy Group;Grupo Galaxtico;Serpens;Serpiente
NGC5683;;;Galaxy Group;Grupo Galaxtico;Aquarius;Acuario
NGC5684;;;Globular Cluster;Cumulo globar;Caelum;Cincel
NGC5685;;;Red Giant;Gigante roja;Musca;Mosca
NGC5686;;;Supernova Remnant;Remanente de supernova;Pisces;Piscis
NGC5687;;;Globular Cluster;Cumulo globar;Leo Minor;León Menor
NGC5688;;;Planetary Nebula;Nebulosa planetaria;Pictor;Pintor
NGC5689;;;Asterism;Asterismo;Orion;Orión
NGC569;;;Planetary Nebula;Nebulosa planetaria;Scorpius;Escorpión
NGC5690;;;Dark Nebula;Nebulosa oscura;Mensa;Mesa
NGC5691;;;Variable Star;Estrella variable;Scorpius;Escorpión
NGC5692;;;Emission Nebula;Nebula de emisión;Vela;Velas
NGC5693;;;Supernova Remnant;Remanente de supernova;Corona Australis;Corona Austral
NGC5694;;;Star;Estrella;Hydra;Hidra
NGC5695;;;Globular Cluster;Cumulo globar;Crux;Cruz del Sur
NGC5696;;;Irregular Galaxy;Galaxia irregular;Horologium;Reloj
NGC5697;;;White Dwarf;Enana blanca;Canis Minor;Can Menor
NGC5698;;;Quasar;Quasar;Andromeda;Andrómeda
NGC5699;;;Asterism;Asterismo;Lepus;Liebre
NGC57;;;Emission Nebula;Nebula de emisión;Sagittarius;Sagitario
NGC570;;;Elliptical Galaxy;Galaxia eliptica;Equuleus;Caballito
NGC5700;;;Elliptical Galaxy;Galaxia eliptica;Hydrus;Hidra Macho
NGC5701;;;Reflection Nebula;Nebula de reflexión;Microscopium;Microscopio
NGC5702;;;Galaxy;Galaxia;Octans;Octante
NGC5703;;;Planetary Nebula;Nebulosa planetaria;Ophiuchus;Ofiuco
NGC5704;;;White Dwarf;Enana blanca;Vela;Velas
NGC5705;;;Red Giant;Gigante roja;Sagittarius;Sagitario
NGC5706;;;Asterism;Asterismo;Musca;Mosca
NGC5707;;;Spiral Galaxy;Galaxia espiral;Circinus;Compás
NGC5708;;;Star;Estrella;Lepus;Liebre
NGC5709;;;Irregular Galaxy;Galaxia irregular;Lacerta;Lagarto
NGC571;;;Planetary Nebula;Nebulosa planetaria;Virgo;Virgo
NGC5710;;;Open Cluster;Cumulo abierto;Ophiuchus;Ofiuco
NGC5711;;;Elliptical Galaxy;Galaxia eliptica;Horologium;Reloj
NGC5712;;;Spiral Galaxy;Galaxia espiral;Canis Minor;Can Menor
NGC5713;;;Galaxy;Galaxia;Leo;León
NGC5714;;;Globular Cluster;Cumulo globar;Delphinus;Delfín
NGC5715;;;Galaxy;Galaxia;Andromeda;Andrómeda
NGC5716;;;Supernova Remnant;Remanente de supernova;Grus;Grulla
NGC5717;;;Irregular Galaxy;Galaxia irregular;Phoenix;Fénix
NGC5718;;;Galaxy;Galaxia;Canis Major;Can Mayor
NGC5719;;;Emission Nebula;Nebula de emisión;Canes Venatici;Lebreles
NGC572;;;Galaxy Group;Grupo Galaxtico;Telescopium;Telescopio
NGC5720;;;Irregular Galaxy;Galaxia irregular;Musca;Mosca
NGC5721;;;Dark Nebula;Nebulosa oscura;Lepus;Liebre
NGC5722;;;Reflection Nebula;Nebula de reflexión;Microscopium;Microscopio
NGC5723;;;HII Region;Región HIII;Monoceros;Unicornio
NGC5724;;;Quasar;Quasar;Cassiopeia;Casiopea
NGC5725;;;Spiral Galaxy;Galaxia espiral;Cepheus;Cefeo
NGC5726;;;Star;Estrella;Centaurus;Centauro
NGC5727;;;Variable Star;Estrella variable;Vela;Velas
NGC5728;;;Variable Star;Estrella variable;Ophiuchus;Ofiuco
NGC5729;;;Open Cluster;Cumulo abierto;Vulpecula;Zorrilla
NGC573;;;HII Region;Región HIII;Sagitta;Flecha
NGC5730;;;Elliptical Galaxy;Galaxia eliptica;Indus;Indio
NGC5731;;;Irregular Galaxy;Galaxia irregular;Centaurus;Centauro
NGC5732;;;Quasar;Quasar;Crux;Cruz del Sur
NGC5733;;;Open Cluster;Cumulo abierto;Dorado;Dorado
NGC5734;;;Galaxy;Galaxia;Draco;Dragón
NGC5735;;;Variable Star;Estrella variable;Orion;Orión
NGC5736;;;Dark Nebula;Nebulosa oscura;Monoceros;Unicornio
NGC5737;;;Planetary Nebula;Nebulosa planetaria;Chamaeleon;Camaleón
NGC5738;;;Red Giant;Gigante roja;Pavo;Pavo Real
NGC5739;;;Elliptical Galaxy;Galaxia eliptica;Aries;Aries
NGC574;;;Red Giant;Gigante roja;Fornax;Horno
NGC5740;;;Galaxy Group;Grupo Galaxtico;Leo;León
NGC5741;;;Dark Nebula;Nebulosa oscura;Ara;Altar
NGC5742;;;Galaxy Group;Grupo Galaxtico;Lupus;Lobo
NGC5743;;;Asterism;Asterismo;Hercules;Hércules
NGC5744;;;Red Giant;Gigante roja;Triangulum;Triángulo
NGC5745;;;HII Region;Región HIII;Draco;Dragón
NGC5746;;;Planetary Nebula;Nebulosa planetaria;Lynx;Lince
NGC5747;;;Emission Nebula;Nebula de emisión;Lynx;Lince
NGC5748;;;Quasar;Quasar;Lacerta;Lagarto
NGC5749;;;Dark Nebula;Nebulosa oscura;Sagittarius;Sagitario
NGC575;;;Variable Star;Estrella variable;Norma;Escuadra
NGC5750;;;Elliptical Galaxy;Galaxia eliptica;Hydrus;Hidra Macho
NGC5751;;;Reflection Nebula;Nebula de reflexión;Equuleus;Caballito
NGC5752;;;White Dwarf;Enana blanca;Cetus;Ballena
NGC5753;;;Galaxy;Galaxia;Gemini;Géminis
NGC5754;;;Galaxy Group;Grupo Galaxtico;Piscis Austrinus;Pez Austral
NGC5755;;;Galaxy;Galaxia;Aquarius;Acuario
NGC5756;;;Open Cluster;Cumulo abierto;Triangulum;Triángulo
NGC5757;;;Double Star;Estrella doble;Reticulum;Retículo
NGC5758;;;Reflection Nebula;Nebula de reflexión;Caelum;Cincel
NGC5759;;;Planetary Nebula;Nebulosa planetaria;Volans;Pez Volador
NGC576;;;HII Region;Región HIII;Hydra;Hidra
NGC5760;;;Asterism;Asterismo;Lynx;Lince
NGC5761;;;HII Region;Región HIII;Capricornus;Capricornio
NGC5762;;;Open Cluster;Cumulo abierto;Ursa Major;Osa Mayor
NGC5763;;;Emission Nebula;Nebula de emisión;Centaurus;Centauro
NGC5764;;;Dark Nebula;Nebulosa oscura;Canes Venatici;Lebreles
NGC5765;;;Double Star;Estrella doble;Sculptor;Escultor
NGC5766;;;Dark Nebula;Nebulosa oscura;Hercules;Hércules
NGC5767;;;HII Region;Región HIII;Norma;Escuadra
NGC5768;;;Galaxy Group;Grupo Galaxtico;Sagittarius;Sagitario
NGC5769;;;Galaxy Group;Grupo Galaxtico;Orion;Orión
NGC577;;;Red Giant;Gigante roja;Pictor;Pintor
NGC5770;;;Supernova Remnant;Remanente de supernova;Apus;Ave del Paraíso
NGC5771;;;HII Region;Región HIII;Antlia;Antlia
NGC5772;;;Galaxy;Galaxia;Microscopium;Microscopio
NGC5773;;;HII Region;Región HIII;Crater;Copa
NGC5774;;;Galaxy;Galaxia;Crater;Copa
NGC5775;;;Globular Cluster;Cumulo globar;Crater;Copa
NGC5776;;;Open Cluster;Cumulo abierto;Ara;Altar
NGC5777;;;Galaxy;Galaxia;Hercules;Hércules
NGC5778;;;Globular Cluster;Cumulo globar;Cancer;Cáncer
NGC5779;;;Quasar;Quasar;Canes Venatici;Lebreles
NGC578;;;Reflection Nebula;Nebula de reflexión;Octans;Octante
NGC5780;;;Asterism;Asterismo;Monoceros;Unicornio
NGC5781;;;Variable Star;Estrella variable;Dorado;Dorado
NGC5782;;;Planetary Nebula;Nebulosa planetaria;Canes Venatici;Lebreles
NGC5783;;;Asterism;Asterismo;Columba;Paloma
NGC5784;;;Galaxy Group;Grupo Galaxtico;Carina;Quilla
NGC5785;;;Spiral Galaxy;Galaxia espiral;Lepus;Liebre
NGC5786;;;HII Region;Región HIII;Sculptor;Escultor
NGC5787;;;Variable Star;Estrella variable;Pictor;Pintor
NGC5788;;;Galaxy;Galaxia;Norma;Escuadra
NGC5789;;;Planetary Nebula;Nebulosa planetaria;Corvus;Cuervo
NGC579;;;Globular Cluster;Cumulo globar;Auriga;Cochero
NGC5790;;;Open Cluster;Cumulo abierto;Gemini;Géminis
NGC5791;;;Galaxy Group;Grupo Galaxtico;Phoenix;Fénix
NGC5792;;;Galaxy Group;Grupo Galaxtico;Virgo;Virgo
NGC5793;;;Planetary Nebula;Nebulosa planetaria;Canis Minor;Can Menor
NGC5794;;;Dark Nebula;Nebulosa oscura;Circinus;Compás
NGC5795;;;Quasar;Quasar;Draco;Dragón
NGC5796;;;Elliptical Galaxy;Galaxia eliptica;Lacerta;Lagarto
NGC5797;;;Emission Nebula;Nebula de emisión;Canis Major;Can Mayor
NGC5798;;;Spiral Galaxy;Galaxia espiral;Triangulum Australe;Triángulo Austral
NGC5799;;;HII Region;Región HIII;Norma;Escuadra
NGC58;;;Open Cluster;Cumulo abierto;Crux;Cruz del Sur
NGC580;;;Irregular Galaxy;Galaxia irregular;Centaurus;Centauro
NGC5800;;;Double Star;Estrella doble;Taurus;Tauro
NGC5801;;;Spiral Galaxy;Galaxia espiral;Apus;Ave del Paraíso
NGC5802;;;HII Region;Región HIII;Lyra;Lira
NGC5803;;;Emission Nebula;Nebula de emisión;Lupus;Lobo
NGC5804;;;Galaxy Group;Grupo Galaxtico;Triangulum;Triángulo
NGC5805;;;Dark Nebula;Nebulosa oscura;Cetus;Ballena
NGC5806;;;Variable Star;Estrella variable;Reticulum;Retículo
NGC5807;;;Elliptical Galaxy;Galaxia eliptica;Crux;Cruz del Sur
NGC5808;;;Double Star;Estrella doble;Lepus;Liebre
NGC5809;;;Asterism;Asterismo;Tucana;Tucán
NGC581;;;Elliptical Galaxy;Galaxia eliptica;Phoenix;Fénix
NGC5810;;;Galaxy;Galaxia;Cassiopeia;Casiopea
NGC5811;;;Asterism;Asterismo;Canes Venatici;Lebreles
NGC5812;;;Dark Nebula;Nebulosa oscura;Corvus;Cuervo
NGC5813;;;Galaxy;Galaxia;Gemini;Géminis
NGC5814;;;Red Giant;Gigante roja;Pyxis;Brújula
NGC5815;;;Asterism;Asterismo;Vulpecula;Zorrilla
NGC5816;;;Asterism;Asterismo;Ursa Minor;Osa Menor
NGC5817;;;Star;Estrella;Hercules;Hércules
NGC5818;;;White Dwarf;Enana blanca;Coma Berenices;Cabellera de Berenice
NGC5819;;;Irregular Galaxy;Galaxia irregular;Mensa;Mesa
NGC582;;;Double Star;Estrella doble;Lyra;Lira
NGC5820;;;Open Cluster;Cumulo abierto;Ursa Minor;Osa Menor
NGC5821;;;Galaxy Group;Grupo Galaxtico;Fornax;Horno
NGC5822;;;Globular Cluster;Cumulo globar;Cassiopeia;Casiopea
NGC5823;;;Emission Nebula;Nebula de emisión;Microscopium;Microscopio
NGC5824;;;Variable Star;Estrella variable;Triangulum Australe;Triángulo Austral
NGC5825;;;Dark Nebula;Nebulosa oscura;Apus;Ave del Paraíso
NGC5826;;;Reflection Nebula;Nebula de reflexión;Vela;Velas
NGC5827;;;Galaxy Group;Grupo Galaxtico;Mensa;Mesa
NGC5828;;;Quasar;Quasar;Aquila;Águila
NGC5829;;;Open Cluster;Cumulo abierto;Sagitta;Flecha
NGC583;;;White Dwarf;Enana blanca;Horologium;Reloj
NGC5830;;;Emission Nebula;Nebula de emisión;Aries;Aries
NGC5831;;;Planetary Nebula;Nebulosa planetaria;Lupus;Lobo
NGC5832;;;Variable Star;Estrella variable;Pegasus;Pegaso
NGC5833;;;Star;Estrella;Canis Major;Can Mayor
